"","Index","Wortlaut","Referenz"
"31","AT 4.2 1","Die Geschäftsleitung hat eine nachhaltige Geschäftsstrategie festzulegen, in der die Ziele des Instituts für jede wesentliche Geschäftsaktivität sowie die Maßnahmen zur Erreichung dieser Ziele dargestellt werden. Bei der Festlegung und Anpassung der Geschäftsstrategie sind sowohl externe Einflussfaktoren (z. B. Marktentwicklung, Wettbewerbssituation, regulatorisches Umfeld) als auch interne Einflussfaktoren (z. B. Risikotragfähigkeit, Liquidität, Ertragslage, personelle und technisch-organisatorische Ressourcen) zu berücksichtigen. Im Hinblick auf die zukünftige Entwicklung der relevanten Einflussfaktoren sind Annahmen zu treffen. Die Annahmen sind einer mindestens jährlichen und anlassbezogenen Überprüfung zu unterziehen; erforderlichenfalls ist die Geschäftsstrategie anzupassen. Prüfungshandlungen durch Jahresabschlussprüfer oder die Interne Revision Der Inhalt der Geschäftsstrategie liegt allein in der Verantwortung der Geschäftsleitung und ist nicht Gegenstand von Prüfungshandlungen durch Jahresabschlussprüfer oder die Interne Revision. Bei der Überprüfung der Risikostrategie ist die Geschäftsstrategie heranzuziehen, um die Konsistenz zwischen beiden Strategien nachvollziehen zu können. Gegenstand der Prüfung ist außerdem der Strategieprozess nach AT 4.2 Tz. 5. Strategische Ziele sowie Maßnahmen zu deren Erreichung Die Darstellung der strategischen Ziele sowie der Maßnahmen zur Erreichung dieser Ziele stecken die Eckpunkte für die operative Planung ab und müssen daher hinreichend konkret formuliert sein, um plausibel in die operative Unternehmensplanung überführt werden zu können. Besondere strategische Aspekte Aufgrund der Bedeutung für das Funktionieren der Prozesse im Institut hat das Institut in Abhängigkeit von Art, Umfang, Komplexität und Risikogehalt der Geschäftsaktivitäten auch Aussagen zur zukünftig geplanten Ausgestaltung der IT-Systeme zu treffen. Bedeutende Institute haben zudem Aussagen zur Möglichkeit der Verbesserung von Aggregationskapazitäten für Risikodaten zu treffen. Im Falle umfangreicher Auslagerungen sind auch entsprechende Ausführungen hierzu erforderlich. Institute mit hohem NPL-Bestand haben eine Strategie für notleidende Risikopositionen und einen entsprechenden Implementierungsplan festzulegen und regelmäßig zu überprüfen.",NA
"32","AT 4.2 2","Die Geschäftsleitung hat eine mit der Geschäftsstrategie und den daraus resultierenden Risiken konsistente Risikostrategie festzulegen. Die Risikostrategie hat, ggf. unterteilt in Teilstrategien für die wesentlichen Risiken, die Ziele der Risikosteuerung der wesentlichen Geschäftsaktivitäten sowie die Maßnahmen zur Erreichung dieser Ziele zu umfassen. Insbesondere ist, unter Berücksichtigung von Risikokonzentrationen, für alle wesentlichen Risiken der Risikoappetit des Instituts festzulegen. Risikokonzentrati- onen sind dabei auch mit Blick auf die Ertragssituation des Instituts (Ertragskonzentrationen) zu berücksichtigen. Dies setzt voraus, dass das Institut seine Erfolgsquellen voneinander abgrenzen und diese quantifizieren kann (z. B. im Hinblick auf den Konditionen- und den Strukturbeitrag im Zinsbuch). Risikoappetit Mit der Festlegung des Risikoappetits trifft die Geschäftsleitung eine bewusste Entscheidung darüber, in welchem Umfang sie bereit ist, Risiken einzugehen. Der Risikoappetit kann in vielfacher Weise zum Ausdruck gebracht werden. Neben rein quantitativen Vorgaben (z. B. Strenge der Risikomessung, Globallimite, Festlegung von Puffern für bestimmte Stressszenarien) kann der Risikoappetit auch in der Festlegung von qualitativen Vorgaben zur Geltung kommen (z. B. Anforderung an die Besicherung von Krediten, Vermeidung bestimmter Geschäfte).",NA
"33","AT 4.2 3","Institute mit hohem NPL-Bestand haben eine Strategie für notleidende Risikopositionen einzuführen, um eine Reduzierung auf ein vorab festgelegtes NPE-Ziel (sofern es nicht das originäre Geschäftsmodell ist) über einen realistischen, aber hinreichend ambitionierten Zeithorizont vorzunehmen. Die folgenden Schritte bilden dabei die zentralen Bausteine für die Entwicklung und Umsetzung dieser Strategie: - Beurteilung des operativen Geschäftsumfelds und der externen Bedingungen; - Entwicklung einer Strategie mit kurz-, mittel- und langfristigen Zielen und - Umsetzung des Implementierungsplans. Beurteilung des operativen Geschäftsumfelds und der externen Bedingungen Dabei sind folgende Elemente zu berücksichtigen: a) Eine umfassende jährliche Selbsteinschätzung der tatsächlichen Situation (insbesondere hinsichtlich der Größenordnung und der Ursachen der notleidenden Risikopositionen; der Ergebnisse der in der Vergangenheit in Bezug auf notleidende Risikopositionen ergriffenen Maßnahmen sowie der vorhandenen operativen Kapazitäten). Die zuständige Behörde wird sich das Ergebnis der Selbsteinschätzung berichten lassen. b) Externe Bedingungen (z. B. Umfeldanalysen im Hinblick auf akzeptable Bestände notleidender Risikopositionen (NPE) und die entsprechende Risikodeckung, Nachfrage der Anleger nach notleidenden Risikopositionen, Verfügbarkeit und die Marktabdeckung spezialisierter Dienstleister, aufsichtsrechtlicher, rechtlicher und justizieller Rahmen), c) Auswirkungen der Strategie für notleidende Risikopositionen auf das Kapital (insbesondere Aufnahme geeigneter Maßnahmen in die Kapitalplanung, um sicherzustellen, dass das verfügbare Kapital stets einen nachhaltigen Abbau der notleidenden Risikopositionen in der Bilanz ermöglicht). Entwicklung der Strategie mit kurz-, mittel- und langfristigen Zielen Der Entwicklung ist eine Analyse des Spektrums der verfügbaren strategischen Optionen für ihre Umsetzung zugrunde zu legen. Dabei sollte eine Kombination aus Strategien und Handlungsoptionen (z. B. Haltestrategie, Forbearance-Optionen, aktiver Portfolioabbau, Änderung der Art der Risikoposition oder Sicherheit, Rettungserwerbe, rechtliche Optionen) in Betracht gezogen werden. Die Strategie hat zudem zeitliche Vorgaben für quantitative NPE-Ziele zu umfassen. Im Rahmen der Festlegung kurz- bis mittelfristiger NPE-Ziele haben Institute eine Vorstellung davon zu entwickeln, welche Bestände an notleidenden Risikopositionen – sowohl auf Portfolioebene als auch insgesamt – mit dem Risikoappetit des Instituts vereinbar und somit langfristig vertretbar sind. Zielwerte sind nach Zeithorizonten (kurzfristig – ca. ein Jahr – mittelfristig – ca. drei Jahre – und langfristig), Hauptportfolios sowie Umsetzungsoptionen festzulegen. Implementierungsplan Im Implementierungsplan ist festzulegen, wie das Institut seine Strategie für notleidende Risikopositionen über einen Zeithorizont von mindestens 1 bis 3 Jahren (je nach Art und Umfang der Maßnahmen) auf operativer Ebene beabsichtigt umzusetzen. Umsetzung des Implementierungsplans Fortschritte bei der Umsetzung des Plans sind vierteljährlich anhand festzulegender NPE-bezogener Leistungsindikatoren (Key Performance Indicators - KPI) zu überprüfen. Wesentliche Abweichungen vom Implementierungsplan sind zeitnah der Geschäftsleitung zu übermitteln, sowie geeignete Abhilfemaßnahmen zu ergreifen. Die zuständige Behörde wird sich wesentliche Abweichungen vom Implementierungsplan sowie geeignete Abhilfemaßnahmen berichten lassen.",NA
"34","AT 4.2 4","Die Geschäftsleitung ist verantwortlich für die Festlegung und Anpassung der Strategien; diese Verantwortung ist nicht delegierbar. Die Geschäftsleitung muss für die Umsetzung der Strategien Sorge tragen. Der Detaillierungsgrad der Strategien ist abhängig von Umfang und Komplexität sowie dem Risikogehalt der geplanten Geschäftsaktivitäten. Es bleibt dem Institut überlassen, die Risikostrategie in die Geschäftsstrategie zu integrieren.",NA
"35","AT 4.2 5","Die Geschäftsleitung hat einen Strategieprozess einzurichten, der sich insbesondere auf die Prozessschritte Planung, Umsetzung, Beurteilung und Anpassung der Strategien erstreckt. Für die Zwecke der Beurteilung sind die in den Strategien niedergelegten Ziele so zu formulieren, dass eine sinnvolle Überprüfung der Zielerreichung möglich ist. Die Ursachen für etwaige Abweichungen sind zu analysieren.",NA
"36","AT 4.2 6","Die Strategien sowie ggf. erforderliche Anpassungen der Strategien sind dem Aufsichtsorgan des Instituts zur Kenntnis zu geben und mit diesem zu erörtern. Die Erörterung erstreckt sich auch auf die Ursachenanalyse nach AT 4.2 Tz. 5 im Falle von Zielabweichungen. Ausschüsse des Aufsichtsorgans Adressat der Strategien sollte grundsätzlich jedes Mitglied des Aufsichtsorgans sein. Soweit das Aufsichtsorgan Ausschüsse gebildet hat, können die Strategien auch an einen Ausschuss weitergeleitet und mit diesem erörtert werden. Voraussetzung dafür ist, dass ein entsprechender Beschluss über die Einrichtung des Ausschusses besteht und der Vorsitzende des Ausschusses regelmäßig das gesamte Aufsichtsorgan informiert. Zudem ist jedem Mitglied des Aufsichtsorgans weiterhin das Recht einzuräumen, die an den Ausschuss geleiteten Strategien einsehen zu können.",NA
"37","AT 4.2 7","Die Inhalte sowie Änderungen der Strategien sind innerhalb des Instituts in geeigneter Weise zu kommunizieren.",NA
"38","AT 4.3 1","In jedem Institut sind entsprechend Art, Umfang, Komplexität und Risikogehalt der Geschäftsaktivitäten a) Regelungen zur Aufbau- und Ablauforganisation zu treffen, b) Risikosteuerungs- und -controllingprozesse einzurichten und c) eine Risikocontrolling-Funktion und eine Compliance-Funktion zu implementieren.",NA
"39","AT 4.3.1 1","Bei der Ausgestaltung der Aufbau- und Ablauforganisation ist sicherzustellen, dass miteinander unvereinbare Tätigkeiten durch unterschiedliche Mitarbeiter durchgeführt und auch bei Arbeitsplatzwechseln Interessenkonflikte vermieden werden. Beim Wechsel von Mitarbeitern der Handels- und Marktbereiche in nachgelagerte Bereiche und Kontrollbereiche sind für Tätigkeiten, die gegen das Verbot der Selbstprüfung und –überprüfung verstoßen, angemessene Übergangsfristen vorzusehen. Nachgelagerte Bereiche und Kontrollbereiche Als nachgelagerte Bereiche und Kontrollbereiche im Sinne dieser Tz. sind anzusehen: - Risikocontrolling-Funktion, - Compliance-Funktion, - Marktfolge, - Abwicklung und Kontrolle. Sofern die Übergangsfristen zu einer unverhältnismäßigen Verzögerung im Betriebsablauf führen, können kleinere, weniger komplexe Institute abweichend hiervon alternative angemessene Kontrollmechanismen einrichten.",NA
"40","AT 4.3.1 2","Prozesse sowie die damit verbundenen Aufgaben, Kompetenzen, Verantwortlichkeiten, Kontrollen sowie Kommunikationswege sind klar zu definieren und aufeinander abzustimmen. Berechtigungen und Kompetenzen sind nach dem Sparsamkeitsgrundsatz (Need-to-know-Prinzip) zu vergeben und bei Bedarf zeitnah anzupassen. Dies beinhaltet auch die regelmäßige und anlassbezogene Überprüfung von IT-Berechtigungen, Zeichnungsberechtigungen und sonstigen eingeräumten Kompetenzen innerhalb angemessener Fristen. Die Fristen orientieren sich dabei an der Bedeutung der Prozesse und, bei IT-Berechtigungen, dem Schutzbedarf verarbeiteter Informationen. Das gilt auch bezüglich der Schnittstellen zu wesentlichen Auslagerungen. Überprüfung von Berechtigungen und Kompetenzen Zeichnungsberechtigungen in Verbindung mit Zahlungsverkehrskonten und wesentliche IT-Berechtigungen sind mindestens jährlich zu überprüfen, alle anderen mindestens alle drei Jahre. Besonders kritische IT-Berechtigungen, wie sie bspw. Administratoren aufweisen, sind mindestens halbjährlich zu überprüfen.",NA
"41","AT 4.3.2 1","Das Institut hat angemessene Risikosteuerungs- und -controllingprozesse einzurichten, die eine a) Identifizierung, b) Beurteilung, c) Steuerung sowie d) Überwachung und Kommunikation der wesentlichen Risiken und damit verbundener Risikokonzentrationen gewährleisten. Diese Prozesse sind in eine gemeinsame Ertrags- und Risikosteuerung („Gesamtbanksteuerung“) einzubinden. Durch geeignete Maßnahmen ist zu gewährleisten, dass die Risiken und die damit verbundenen Risikokonzentrationen unter Berücksichtigung der Risikotragfähigkeit und des Risikoappetits wirksam begrenzt und überwacht werden. Begrenzung und Überwachung von Risiken und damit verbundenen Risikokonzentrationen Geeignete Maßnahmen zur Begrenzung von Risiken und damit verbundenen Risikokonzentrationen können quantitative Instrumente (z. B. Limitsysteme, Ampelsysteme) und qualitative Instrumente (z. B. regelmäßige Risikoanalysen) umfassen. Die Begrenzung und Überwachung von im Risikotragfähigkeitskonzept einbezogenen Risiken erfolgt in der Regel, soweit sinnvoll, auf der Basis eines wirksamen Limitsystems. Bei Risiken, die nicht sinnvoll anhand einer Limitierung begrenzt und überwacht werden können, können auch andere, schwerpunktmäßig qualitative Instrumente eingesetzt werden. Intragruppenforderungen Intragruppenforderungen sind in den Risikosteuerungs- und –controllingprozessen angemessen abzubilden. Vorhalten von Daten zu Forderungen und deren Sicherheiten Das Institut sollte die für eine angemessene Beurteilung, Steuerung und Überwachung von Risiken und für die Bereitstellung von Informationen relevanten Daten vorhalten. Hierunter fallen insbesondere Daten zu Sicherheiten und zu der Beziehung zwischen Sicherheit und zugrunde liegender Transaktion.",NA
"42","AT 4.3.2 2","Die Risikosteuerungs- und -controllingprozesse müssen gewährleisten, dass die wesentlichen Risiken – auch aus ausgelagerten Aktivitäten und Prozessen – frühzeitig erkannt, vollständig erfasst und in angemessener Weise dargestellt werden können. Hierzu hat das Institut geeignete Indikatoren für die frühzeitige Identifizierung von Risiken sowie von risikoartenübergreifenden Effekten abzuleiten, die je nach Risikoart auf quantitativen und/oder qualitativen Risikomerkmalen basieren.",NA
"43","AT 4.3.2 3","Die Geschäftsleitung hat sich in angemessenen Abständen über die Risikosituation einschließlich vorhandener Risikokonzentrationen berichten zu lassen. Zudem hat die Geschäftsleitung das Aufsichtsorgan mindestens vierteljährlich über die Risikosituation einschließlich vorhandener Risikokonzentrationen in angemessener Weise schriftlich zu informieren. Einzelheiten zur Risikoberichterstattung an die Geschäftsleitung und an das Aufsichtsorgan sind in BT 3 geregelt.",NA
"44","AT 4.3.2 4","Unter Risikogesichtspunkten wesentliche Informationen sind unverzüglich an die Geschäftsleitung, die jeweiligen Verantwortlichen und ggf. die Interne Revision weiterzuleiten, so dass geeignete Maßnahmen bzw. Prüfungshandlungen frühzeitig eingeleitet werden können. Hierfür ist ein geeignetes Verfahren festzulegen. Informationspflicht gegenüber der Internen Revision Eine Informationspflicht gegenüber der Internen Revision besteht dann, wenn nach Einschätzung der Fachbereiche unter Risikogesichtspunkten relevante Mängel zu erkennen oder bedeutende Schadensfälle aufgetreten sind oder ein konkreter Verdacht auf Unregelmäßigkeiten besteht.",NA
"45","AT 4.3.2 5","Die Risikosteuerungs- und -controllingprozesse sowie die zur Risikoquantifizierung eingesetzten Methoden und Verfahren sind regelmäßig sowie bei sich ändernden Bedingungen auf ihre Angemessenheit zu überprüfen und ggf. anzupassen. Dies betrifft insbesondere auch die Plausibilisierung der ermittelten Ergebnisse und der zugrunde liegenden Daten. AT 4.1 Tz. 9 ist entsprechend anzuwenden.",NA
"46","AT 4.3.3 1","Es sind regelmäßig sowie anlassbezogen angemessene Stresstests für die wesentlichen Risiken durchzuführen, die Art, Umfang, Komplexität und den Risikogehalt der Geschäftsaktivitäten widerspiegeln. Hierfür sind die für die jeweiligen Risiken wesentlichen Risikofaktoren zu identifizieren. Die Stresstests haben sich auch auf die angenommenen Risikokonzentrationen und Diversifikationseffekte innerhalb und zwischen den Risikoarten zu erstrecken. Risiken aus außerbilanziellen Gesellschaftskonstruktionen und Verbriefungstransaktionen sind im Rahmen der Stresstests zu berücksichtigen. Stresstests Der Ausdruck „Stresstests“ wird im Folgenden als Oberbegriff für die unterschiedlichen Methoden gebraucht, mit denen die Institute ihr individuelles Gefährdungspotenzial auch bezüglich außergewöhnlicher, aber plausibel möglicher Ereignisse auf den jeweils relevanten Ebenen des Instituts (z. B. Portfolioebene, Gesamtinstitutsebene, Geschäftsbereichsebene) überprüfen. Das Stresstestprogramm beinhaltet Sensitivitätsanalysen (bei denen im Allgemeinen nur ein Risikofaktor variiert wird) und Szenarioanalysen (bei denen mehrere oder alle Risikofaktoren, deren Änderung sich aus einem vordefinierten Ereignis ergeben, simultan verändert werden).",NA
